order_id,user_id,order_time,product_category,product_subcategory,product_name,unit_price,quantity,total_amount,province,city,gender,age,is_member
496800,3066,40:26.9,运动服装,下装,跑步紧身裤,273.57,3,820.71,江苏,南通,女,25,是
313656,6213,15:20.5,运动服装,外套,防风夹克,390.38,3,1171.14,福建,泉州,女,19,是
14198,2664,18:27.5,运动服装,套装,训练套装,627.72,3,1883.16,湖北,荆州,男,20,是
8857,5078,46:07.0,运动装备,训练装备,握力器,91.55,2,183.1,重庆,重庆,女,43,是
351425,2727,58:13.8,运动服装,下装,跑步紧身裤,342.49,1,342.49,天津,天津,女,28,否
110683,2035,37:37.8,运动鞋,跑步鞋,超新星,852.21,1,852.21,河南,郑州,男,28,否
279729,6296,48:31.2,运动装备,足球装备,护腿板,130.47,2,260.94,青海,西宁,女,18,是
378710,6991,33:55.5,运动装备,篮球装备,护臂,119.1,3,357.3,云南,曲靖,男,26,否
135440,9436,13:27.0,运动配饰,包袋,装备包,497.55,1,497.55,内蒙古,鄂尔多斯,女,23,是
343709,840,10:06.8,运动配饰,帽子,运动棒球帽,166.09,3,498.27,山东,济南,女,25,是
467232,9848,17:04.4,运动服装,下装,训练短裤,207.6,1,207.6,浙江,金华,男,41,是
33257,1194,04:26.9,运动配饰,包袋,运动背包,559.58,1,559.58,海南,海口,男,30,否
480930,2353,57:27.3,运动鞋,户外鞋,特锐斯速行,880.79,1,880.79,河南,洛阳,男,39,是
315009,7469,00:08.6,运动服装,外套,保暖外套,765.27,1,765.27,宁夏,银川,男,18,是
442055,3064,10:36.1,运动服装,外套,羽绒服,929.42,1,929.42,江苏,常州,女,47,是
253569,8274,25:58.8,运动鞋,户外鞋,特锐斯AX,1024.26,1,1024.26,青海,西宁,女,21,否
147449,1806,58:26.6,运动服装,下装,跑步紧身裤,285.45,2,570.9,广东,深圳,女,30,否
424031,5547,42:01.0,运动配饰,帽子,渔夫帽,221.18,2,442.36,天津,天津,女,26,是
78759,3593,05:27.3,运动服装,下装,运动七分裤,391.57,1,391.57,重庆,重庆,男,41,否
214308,1943,27:10.3,运动服装,套装,赛事套装,1040.69,1,1040.69,山东,济南,女,24,是
459372,3385,40:56.6,运动服装,上衣,训练背心,142.37,1,142.37,广东,深圳,女,28,是
85472,9321,19:32.3,运动鞋,足球鞋,F50系列,1570.44,1,1570.44,甘肃,天水,女,37,是
113728,4851,39:36.9,运动服装,上衣,运动POLO衫,286.95,1,286.95,浙江,宁波,女,21,是
389272,7602,49:57.1,运动装备,篮球装备,护臂,119.66,1,119.66,海南,海口,男,34,否
383734,7041,16:22.5,运动服装,上衣,篮球上衣,287.79,1,287.79,青海,西宁,女,30,否
392258,4062,40:49.7,运动服装,下装,跑步紧身裤,298.44,1,298.44,浙江,绍兴,男,30,否
311747,6416,10:53.6,运动鞋,篮球鞋,D罗斯系列,1272.95,1,1272.95,重庆,重庆,女,22,否
178127,7965,46:43.6,运动鞋,户外鞋,特锐斯山地系列,960.86,1,960.86,辽宁,抚顺,男,54,是
255686,7865,26:40.5,运动鞋,跑步鞋,极速系列,986.81,2,1973.62,山东,青岛,男,26,是
261443,7827,46:39.0,运动服装,下装,运动七分裤,269.2,3,807.6,上海,上海,女,30,是
337867,9861,38:23.2,运动鞋,足球鞋,科帕系列,1235.78,1,1235.78,北京,北京,男,44,否
60115,6899,35:34.4,运动鞋,跑步鞋,阿迪达斯超动力,1031.53,1,1031.53,北京,北京,男,33,是
94412,5629,59:24.1,运动服装,套装,运动套装,665.68,2,1331.36,江苏,南京,女,31,是
232284,477,42:53.5,运动服装,上衣,训练T恤,147.47,1,147.47,山西,太原,女,33,是
375498,2748,53:04.3,运动服装,上衣,篮球上衣,398.19,1,398.19,湖北,武汉,女,34,否
467620,7323,36:51.7,运动服装,套装,赛事套装,844.15,2,1688.3,湖北,襄阳,女,40,是
113213,9410,27:49.8,运动服装,套装,赛事套装,713.21,1,713.21,重庆,重庆,女,20,否
120559,2868,40:40.1,运动装备,足球装备,护踝,109.75,1,109.75,广西,柳州,男,21,是
16621,6029,09:05.5,运动装备,篮球装备,护臂,99.9,1,99.9,上海,上海,男,23,是
378829,7157,50:30.1,运动鞋,训练鞋,阿尔法训练师,844.77,1,844.77,浙江,杭州,男,33,是
215920,5215,58:19.3,运动装备,足球装备,护腿板,216.36,1,216.36,河南,许昌,女,26,是
166692,4748,37:05.6,运动服装,套装,篮球套装,599,2,1198,江西,上饶,男,23,是
418300,6593,37:42.9,运动配饰,袜子,跑步袜,110.05,2,220.1,山西,运城,女,18,是
339107,7387,03:21.0,运动鞋,户外鞋,特锐斯AX,1058.85,1,1058.85,北京,北京,男,23,是
232758,6139,30:14.8,运动服装,下装,跑步紧身裤,276.9,2,553.8,湖南,长沙,女,28,否
18914,8988,06:42.9,运动鞋,跑步鞋,超新星,766.13,1,766.13,四川,乐山,男,28,否
140105,1200,15:46.4,运动鞋,休闲鞋,史密斯系列,612.34,1,612.34,宁夏,石嘴山,男,33,否
371744,518,46:04.0,运动服装,下装,训练紧身裤,239.29,2,478.58,广东,深圳,女,35,否
157975,6246,03:09.2,运动配饰,袜子,训练袜,77.5,1,77.5,广西,北海,男,40,是
328916,5246,46:36.9,运动鞋,跑步鞋,阿迪达斯超动力,926.76,1,926.76,黑龙江,齐齐哈尔,女,20,是
56848,9775,57:49.1,运动鞋,休闲鞋,NMD系列,943.54,1,943.54,山东,威海,男,20,是
193965,3815,54:05.9,运动服装,下装,训练紧身裤,417.39,1,417.39,辽宁,抚顺,女,33,否
449311,6402,58:48.2,运动鞋,跑步鞋,阿尔法弹力,613.3,2,1226.6,海南,三亚,男,33,是
7829,5002,13:50.3,运动鞋,户外鞋,特锐斯山地系列,888.23,1,888.23,江苏,常州,女,51,是
247424,9364,35:48.5,运动服装,外套,保暖外套,531.59,2,1063.18,湖南,长沙,男,19,否
160613,375,42:08.5,运动服装,上衣,运动卫衣,282.35,3,847.05,广东,东莞,男,23,是
224533,658,16:34.4,运动配饰,帽子,遮阳帽,224.41,1,224.41,天津,天津,女,31,否
375155,2346,51:10.7,运动服装,下装,训练短裤,216.56,3,649.68,北京,北京,女,28,是
8571,3309,57:59.4,运动鞋,休闲鞋,NMD系列,939.37,2,1878.74,福建,厦门,男,46,是
242037,7407,26:12.2,运动服装,外套,防风夹克,456.73,2,913.46,甘肃,天水,男,24,是
130680,9478,13:33.8,运动装备,篮球装备,篮球,288.34,1,288.34,上海,上海,女,41,是
228109,3495,07:05.4,运动装备,足球装备,护踝,145.84,2,291.68,河南,新乡,女,24,是
31754,2277,22:39.4,运动鞋,篮球鞋,特雷杨系列,1274.22,2,2548.44,广东,广州,女,21,是
326627,4325,21:05.2,运动服装,下装,足球短裤,179.07,3,537.21,新疆,喀什,女,25,是
261561,6489,55:19.6,运动鞋,篮球鞋,利拉德系列,825.43,2,1650.86,江西,九江,男,18,是
300520,2728,21:05.0,运动装备,训练装备,弹力带,119.61,1,119.61,北京,北京,男,33,否
422656,7326,42:17.7,运动服装,下装,运动长裤,238.89,1,238.89,福建,泉州,女,30,是
487666,4959,28:08.2,运动服装,下装,训练短裤,140.35,2,280.7,黑龙江,大庆,男,32,是
475489,2482,33:38.0,运动鞋,休闲鞋,史密斯系列,704.66,1,704.66,上海,上海,男,35,是
147060,2588,14:03.4,运动服装,下装,篮球短裤,254.42,2,508.84,内蒙古,呼和浩特,女,23,是
351998,4730,07:41.4,运动服装,上衣,训练T恤,260.47,2,520.94,黑龙江,大庆,女,26,是
29842,7495,41:21.1,运动配饰,袜子,足球袜,170.34,3,511.02,江苏,常州,女,32,是
420210,5630,21:31.3,运动服装,套装,运动套装,893.58,1,893.58,江西,南昌,女,26,否
2500,8310,10:36.8,运动服装,上衣,训练背心,221.03,1,221.03,云南,大理,男,26,是
461350,3280,05:37.2,运动装备,训练装备,握力器,93.86,2,187.72,江苏,常州,男,32,是
217575,6789,54:27.8,运动服装,套装,赛事套装,661.85,1,661.85,福建,福州,女,20,是
28807,9561,00:36.5,运动配饰,其他配饰,运动眼镜,291.5,1,291.5,北京,北京,男,18,否
341789,9161,23:51.7,运动服装,上衣,运动夹克,444.91,1,444.91,陕西,渭南,男,41,是
395935,1565,42:50.0,运动服装,下装,篮球短裤,203.12,3,609.36,山西,运城,女,34,否
346833,1017,39:55.6,运动配饰,帽子,训练帽,174.49,1,174.49,辽宁,鞍山,男,51,否
137603,7297,25:57.4,运动服装,外套,羽绒服,1051.97,1,1051.97,湖南,衡阳,女,18,是
486611,2266,49:22.2,运动鞋,篮球鞋,特雷杨系列,935.49,1,935.49,广西,北海,男,33,是
462523,9541,39:57.9,运动服装,下装,跑步紧身裤,262.84,1,262.84,北京,北京,男,31,是
174824,4398,52:36.0,运动鞋,跑步鞋,阿迪达斯超动力,1258.73,2,2517.46,河北,保定,男,52,是
99531,9962,06:20.5,运动服装,下装,运动七分裤,254.19,2,508.38,重庆,重庆,女,39,是
29744,9534,35:15.0,运动服装,上衣,篮球上衣,211.39,1,211.39,内蒙古,呼和浩特,女,28,否
304119,3528,17:15.5,运动服装,上衣,训练T恤,280.82,3,842.46,河南,郑州,女,24,否
23258,5206,18:12.3,运动装备,足球装备,护踝,174.76,1,174.76,重庆,重庆,男,29,是
474631,5696,55:59.4,运动装备,训练装备,弹力带,85.61,1,85.61,福建,泉州,男,27,否
483725,4007,30:57.0,运动鞋,户外鞋,特锐斯徒步者,1229.24,1,1229.24,上海,上海,女,44,否
257948,9812,31:30.4,运动装备,足球装备,脚踝绑带,111.88,1,111.88,陕西,西安,男,41,是
236056,5726,00:26.0,运动服装,上衣,运动卫衣,404.75,3,1214.25,河南,郑州,男,23,否
228141,7837,08:27.5,运动装备,篮球装备,护臂,85.52,1,85.52,广西,北海,女,48,是
444385,3927,27:08.6,运动鞋,跑步鞋,阿尔法弹力,874.5,1,874.5,上海,上海,男,26,否
485479,171,24:32.0,运动鞋,休闲鞋,桑巴系列,761.66,1,761.66,西藏,拉萨,男,32,是
383816,3718,13:10.6,运动服装,下装,训练短裤,185.88,2,371.76,重庆,重庆,女,21,否
51544,5306,27:17.2,运动鞋,篮球鞋,D罗斯系列,1195.06,1,1195.06,青海,西宁,女,40,是
453437,8279,13:59.4,运动服装,套装,篮球套装,599.69,1,599.69,福建,厦门,男,23,是
358719,419,54:02.0,运动鞋,户外鞋,特锐斯AX,797.91,2,1595.82,黑龙江,齐齐哈尔,男,33,是
197722,1116,28:14.1,运动服装,上衣,足球球衣,767.56,1,767.56,浙江,绍兴,男,43,否
94978,1471,49:39.4,运动服装,下装,训练短裤,256.11,3,768.33,上海,上海,男,31,是
457312,5837,25:36.7,运动服装,套装,足球套装,599.29,1,599.29,重庆,重庆,男,20,是
340535,8848,42:00.9,运动服装,上衣,跑步T恤,286.86,2,573.72,重庆,重庆,女,33,是
490188,9084,49:38.2,运动鞋,户外鞋,特锐斯徒步者,1425.29,1,1425.29,青海,海东,男,41,否
93746,5528,37:23.7,运动配饰,帽子,运动棒球帽,221.58,1,221.58,天津,天津,女,27,否
37941,6930,15:08.8,运动服装,下装,训练短裤,160.26,2,320.52,江西,上饶,女,31,是
10221,2043,15:48.1,运动服装,下装,足球短裤,185.41,2,370.82,北京,北京,男,34,否
107341,4623,50:56.9,运动服装,上衣,训练背心,131.22,1,131.22,广东,佛山,男,38,是
257779,4393,09:52.7,运动装备,足球装备,脚踝绑带,140.97,1,140.97,福建,漳州,女,34,否
163080,9149,48:57.5,运动鞋,训练鞋,银河系列,371.66,2,743.32,北京,北京,男,31,是
203832,5189,12:33.9,运动鞋,户外鞋,特锐斯徒步者,1180.61,1,1180.61,天津,天津,男,33,是
233255,7078,13:02.6,运动配饰,帽子,遮阳帽,225.25,1,225.25,福建,泉州,女,26,否
8779,3094,44:48.6,运动服装,外套,防风夹克,612.04,2,1224.08,广东,珠海,女,35,是
412083,4371,20:30.6,运动鞋,休闲鞋,桑巴系列,853.03,1,853.03,四川,宜宾,男,21,否
168241,4012,14:04.8,运动服装,下装,运动长裤,443.2,1,443.2,广东,佛山,女,32,否
327671,6895,07:49.8,运动服装,下装,足球短裤,172.93,1,172.93,云南,丽江,女,24,是
77053,694,00:16.5,运动服装,下装,运动七分裤,251.71,1,251.71,新疆,乌鲁木齐,女,39,是
150830,9450,48:02.8,运动服装,下装,运动长裤,267.22,1,267.22,江苏,常州,女,27,是
135423,3453,50:40.3,运动配饰,袜子,长袜,118.34,3,355.02,北京,北京,女,30,否
197202,3198,50:07.4,运动装备,训练装备,弹力带,110.89,2,221.78,陕西,宝鸡,女,18,是
294295,2452,41:31.8,运动鞋,足球鞋,涅墨系列,1320.91,1,1320.91,四川,南充,男,20,否
315180,6436,50:17.8,运动服装,上衣,运动卫衣,269.85,2,539.7,河北,唐山,女,21,是
468607,227,40:04.2,运动服装,下装,运动七分裤,274.54,1,274.54,广西,北海,女,54,否
59305,8154,20:07.4,运动鞋,训练鞋,耐力系列,606.58,1,606.58,上海,上海,女,33,是
23654,8564,02:20.5,运动装备,训练装备,跳绳,96.75,1,96.75,河南,郑州,男,34,是
409847,2019,02:05.6,运动鞋,训练鞋,阿尔法训练师,886.15,1,886.15,安徽,蚌埠,男,27,是
89236,8017,12:21.2,运动服装,上衣,运动卫衣,458.66,2,917.32,河南,新乡,女,28,否
83777,9001,37:49.9,运动鞋,跑步鞋,阿尔法弹力,681.39,1,681.39,云南,丽江,男,42,否
22153,8659,10:58.7,运动鞋,户外鞋,特锐斯徒步者,1061.16,1,1061.16,河南,许昌,男,24,是
371347,6339,54:40.5,运动配饰,其他配饰,运动毛巾,134.14,2,268.28,湖北,宜昌,男,22,是
198658,7412,07:33.8,运动服装,下装,篮球短裤,288.71,1,288.71,新疆,乌鲁木齐,女,27,否
43200,8908,48:31.0,运动鞋,篮球鞋,特雷杨系列,1128.7,2,2257.4,安徽,合肥,男,19,是
129620,4977,52:56.8,运动装备,训练装备,瑜伽垫,301.68,1,301.68,山西,临汾,男,18,否
211788,7174,24:47.3,运动鞋,训练鞋,耐力系列,443.93,1,443.93,天津,天津,男,24,是
156891,6459,58:11.4,运动配饰,手套,训练手套,205.37,1,205.37,天津,天津,男,30,是
54270,4742,39:51.5,运动服装,外套,训练外套,399.72,2,799.44,上海,上海,男,30,是
161825,9905,14:36.6,运动装备,足球装备,足球,193.96,1,193.96,浙江,杭州,男,31,是
287535,1050,04:45.6,运动配饰,手套,足球守门员手套,292.9,2,585.8,重庆,重庆,女,30,否
269368,4635,56:11.3,运动配饰,包袋,球包,542.43,1,542.43,贵州,遵义,女,30,是
378205,5284,18:36.0,运动服装,下装,训练短裤,267.77,2,535.54,安徽,合肥,男,51,是
484455,1603,16:12.7,运动服装,上衣,训练背心,158.01,2,316.02,浙江,宁波,男,29,是
232502,2322,20:41.7,运动鞋,户外鞋,特锐斯AX,1039.82,2,2079.64,福建,泉州,男,40,是
195242,9032,36:07.4,运动服装,下装,篮球短裤,187.97,3,563.91,甘肃,兰州,女,33,是
417546,8278,11:18.8,运动服装,下装,篮球短裤,303.79,2,607.58,北京,北京,女,23,是
270642,7917,41:39.3,运动服装,下装,训练短裤,246.04,2,492.08,重庆,重庆,男,48,是
139398,6193,44:08.9,运动服装,上衣,训练背心,208.77,1,208.77,江苏,常州,女,19,是
345805,4796,50:28.9,运动装备,足球装备,护踝,101.83,2,203.66,广东,深圳,男,43,否
122520,3067,46:38.7,运动鞋,训练鞋,锋锐系列,536.87,1,536.87,海南,海口,男,22,否
32067,7832,36:27.3,运动服装,上衣,运动卫衣,459.55,1,459.55,上海,上海,女,25,是
228153,670,46:01.2,运动服装,下装,跑步紧身裤,221.72,2,443.44,海南,海口,女,40,是
318923,8879,43:21.4,运动服装,上衣,篮球上衣,204.5,2,409,江西,南昌,女,54,否
43541,4271,03:03.1,运动装备,足球装备,足球,340.49,1,340.49,青海,海东,男,27,是
323603,2648,22:55.9,运动装备,训练装备,握力器,144.47,1,144.47,江苏,常州,男,29,是
276991,6066,52:07.4,运动服装,下装,跑步紧身裤,348.99,2,697.98,山西,临汾,女,39,是
90710,8855,09:35.9,运动装备,足球装备,脚踝绑带,75.12,1,75.12,山东,青岛,女,37,是
445804,2131,56:42.7,运动服装,下装,训练短裤,164.22,1,164.22,北京,北京,女,27,是
284567,1270,42:11.3,运动服装,上衣,运动卫衣,502.16,3,1506.48,安徽,安庆,男,34,是
162340,4657,32:00.0,运动装备,篮球装备,篮球,342.19,1,342.19,湖北,荆州,男,23,是
140037,1863,45:46.0,运动鞋,足球鞋,科帕系列,1449.37,1,1449.37,重庆,重庆,女,33,否
306966,6020,09:06.5,运动配饰,帽子,渔夫帽,195.2,1,195.2,广西,南宁,女,28,是
231638,1415,36:41.2,运动服装,下装,训练紧身裤,356.18,1,356.18,上海,上海,男,27,是
425254,4037,02:11.3,运动装备,足球装备,护腿板,189.86,1,189.86,江苏,常州,女,27,是
316911,6372,46:39.5,运动服装,下装,训练紧身裤,336.21,2,672.42,上海,上海,女,31,是
39665,1872,55:06.3,运动鞋,跑步鞋,阿迪达斯超动力,1515.82,1,1515.82,福建,福州,女,33,否
70502,204,00:37.0,运动鞋,户外鞋,特锐斯徒步者,1533.84,1,1533.84,黑龙江,哈尔滨,女,26,否
465485,7674,57:10.0,运动装备,篮球装备,运动护具,229.73,1,229.73,黑龙江,齐齐哈尔,女,22,是
84798,6719,51:24.8,运动鞋,休闲鞋,大陆80系列,755.59,1,755.59,湖南,株洲,男,20,否
362867,4037,14:29.0,运动服装,上衣,足球球衣,525.78,2,1051.56,江苏,常州,女,27,是
212583,1259,40:04.1,运动鞋,训练鞋,耐力系列,362.17,1,362.17,内蒙古,鄂尔多斯,男,26,是
62897,5494,37:37.8,运动服装,下装,训练短裤,200.54,1,200.54,黑龙江,大庆,男,22,是
298384,9422,14:55.3,运动服装,套装,足球套装,627.09,2,1254.18,福建,漳州,男,24,是
380271,304,28:05.6,运动服装,外套,防风夹克,551.95,1,551.95,吉林,延边,男,40,否
87135,2614,41:04.6,运动服装,外套,连帽外套,479.36,1,479.36,上海,上海,男,52,是
48028,9679,34:53.2,运动装备,训练装备,握力器,121,2,242,广西,柳州,女,21,是
354432,4696,19:22.9,运动装备,足球装备,护腿板,203.34,1,203.34,上海,上海,男,24,是
462772,9857,27:49.8,运动鞋,户外鞋,特锐斯速行,780.72,1,780.72,北京,北京,男,44,是
117869,7991,23:47.0,运动装备,足球装备,护踝,90.57,2,181.14,浙江,温州,男,27,是
299834,9318,38:52.2,运动鞋,休闲鞋,加赛尔系列,696.79,1,696.79,广西,南宁,男,18,否
385543,3675,40:22.2,运动服装,上衣,篮球上衣,210.62,1,210.62,四川,成都,女,23,否
94941,9733,17:28.0,运动服装,下装,运动七分裤,238.1,1,238.1,福建,厦门,男,28,是
211115,3924,22:10.2,运动服装,上衣,运动夹克,540.72,1,540.72,福建,福州,女,30,是
164083,1975,55:37.2,运动服装,外套,保暖外套,711.67,2,1423.34,陕西,咸阳,女,22,是
71742,1204,15:20.5,运动服装,套装,运动套装,760.49,1,760.49,江苏,无锡,男,41,否
137250,9785,43:59.8,运动服装,下装,训练紧身裤,386.32,2,772.64,江西,南昌,女,19,否
304591,5,46:53.5,运动配饰,袜子,长袜,126.04,1,126.04,福建,厦门,女,31,是
140767,1510,08:31.7,运动服装,下装,跑步紧身裤,186.5,1,186.5,上海,上海,男,25,是
89761,1703,16:48.3,运动鞋,训练鞋,锋锐系列,779.34,1,779.34,上海,上海,男,27,否
72420,2677,35:48.8,运动鞋,跑步鞋,太阳能动力,730.54,1,730.54,甘肃,酒泉,男,27,是
38244,6098,03:59.9,运动鞋,篮球鞋,D罗斯系列,1097.08,2,2194.16,山西,太原,男,40,是
181724,3000,16:24.8,运动服装,套装,篮球套装,622.76,3,1868.28,宁夏,银川,女,19,是
422565,2341,28:49.6,运动装备,足球装备,护腿板,198.55,1,198.55,山东,烟台,男,42,否
125704,6990,17:49.9,运动服装,下装,足球短裤,249.28,1,249.28,浙江,金华,男,42,是
112860,8383,11:11.4,运动鞋,休闲鞋,加赛尔系列,731.56,1,731.56,安徽,合肥,男,18,否
131546,4486,11:29.2,运动装备,足球装备,护踝,132.43,2,264.86,辽宁,鞍山,女,24,是
447842,9495,16:53.4,运动装备,训练装备,瑜伽垫,355.52,1,355.52,浙江,温州,女,24,是
98969,881,58:57.6,运动装备,足球装备,护腿板,226.67,2,453.34,重庆,重庆,男,24,是
498738,9775,10:55.2,运动服装,下装,足球短裤,260.54,1,260.54,山东,威海,男,20,是
158010,8973,42:03.1,运动鞋,休闲鞋,史密斯系列,730.56,2,1461.12,辽宁,沈阳,女,24,是
442859,5347,51:06.1,运动服装,下装,运动长裤,302,2,604,山东,临沂,女,24,否
44646,2550,12:22.0,运动服装,上衣,篮球上衣,313.23,2,626.46,北京,北京,男,18,是
122778,8983,44:11.2,运动服装,上衣,训练T恤,172.27,1,172.27,海南,儋州,男,34,是
92421,311,14:13.5,运动服装,外套,运动风衣,574.86,3,1724.58,辽宁,抚顺,男,33,是
460192,6214,43:44.9,运动服装,上衣,训练背心,190.28,1,190.28,广西,南宁,男,28,否
18308,4344,05:37.4,运动鞋,训练鞋,锋锐系列,674.72,2,1349.44,内蒙古,包头,男,32,是
394169,4437,19:30.2,运动鞋,篮球鞋,哈登系列,1209.94,1,1209.94,上海,上海,女,44,否
359049,807,04:40.0,运动鞋,休闲鞋,史密斯系列,818.2,1,818.2,陕西,宝鸡,男,22,否
493891,646,58:00.0,运动服装,上衣,训练T恤,252.15,1,252.15,贵州,安顺,女,22,是
117914,4329,24:49.6,运动服装,套装,赛事套装,1109.55,1,1109.55,浙江,杭州,男,19,是
241791,9777,32:55.4,运动服装,下装,足球短裤,200.52,2,401.04,河南,洛阳,男,19,是
149001,2714,27:21.6,运动服装,外套,训练外套,619.22,1,619.22,天津,天津,女,33,否
264052,6806,31:01.2,运动鞋,跑步鞋,太阳能动力,918.54,1,918.54,山东,烟台,女,32,是
478045,1140,54:46.5,运动服装,上衣,运动夹克,585.11,1,585.11,上海,上海,女,21,是
308181,3717,08:54.1,运动服装,上衣,足球球衣,415.57,1,415.57,新疆,克拉玛依,男,23,是
178231,52,16:11.1,运动鞋,篮球鞋,特雷杨系列,1389.06,1,1389.06,安徽,合肥,男,19,否
137881,9797,25:32.5,运动服装,下装,训练紧身裤,225.5,1,225.5,黑龙江,大庆,女,27,是
232836,5703,14:34.9,运动配饰,帽子,运动棒球帽,129.75,2,259.5,山西,运城,男,18,是
430881,5494,07:32.6,运动服装,套装,篮球套装,1056.64,2,2113.28,黑龙江,大庆,男,22,是
337822,9250,08:23.2,运动服装,下装,运动长裤,267.72,1,267.72,江西,九江,女,20,是
219704,4113,44:49.3,运动配饰,帽子,训练帽,144.43,1,144.43,广东,广州,女,25,是
380858,9030,58:19.8,运动服装,外套,连帽外套,653.22,2,1306.44,湖北,襄阳,女,25,否
312808,8789,56:39.5,运动装备,训练装备,瑜伽垫,243.34,1,243.34,云南,大理,男,35,是
285838,2317,13:02.5,运动装备,训练装备,弹力带,119.81,1,119.81,广东,广州,女,18,是
375951,2805,41:06.0,运动服装,下装,跑步紧身裤,342.15,2,684.3,安徽,芜湖,男,44,是
268059,2542,19:38.4,运动鞋,训练鞋,锋锐系列,478.37,1,478.37,云南,曲靖,女,29,是
474180,6034,23:52.9,运动服装,外套,保暖外套,600.92,1,600.92,北京,北京,女,30,否
370670,1640,31:35.1,运动配饰,其他配饰,运动眼镜,321.92,1,321.92,广东,深圳,女,39,是
374558,7531,39:47.6,运动服装,下装,运动长裤,292.09,2,584.18,西藏,拉萨,女,29,是
252571,5575,18:08.6,运动配饰,其他配饰,运动眼镜,376.74,2,753.48,福建,漳州,男,27,是
430393,9680,57:45.2,运动服装,上衣,足球球衣,548.48,1,548.48,江西,上饶,女,20,否
264229,2128,22:49.2,运动服装,外套,训练外套,496.31,1,496.31,贵州,遵义,男,31,是
11763,3945,57:52.3,运动鞋,跑步鞋,阿迪达斯超动力,1149.8,2,2299.6,福建,漳州,男,25,是
248234,9080,08:59.3,运动配饰,袜子,船袜,63.95,2,127.9,广东,广州,女,21,是
80758,2587,08:22.1,运动鞋,休闲鞋,史密斯系列,749.6,2,1499.2,江苏,无锡,男,35,是
331758,2029,52:04.1,运动服装,上衣,训练T恤,248.67,3,746.01,浙江,绍兴,女,48,否
290250,9364,18:35.1,运动鞋,篮球鞋,利拉德系列,1394.79,1,1394.79,湖南,长沙,男,19,否
177084,2002,16:42.3,运动服装,下装,篮球短裤,211.13,1,211.13,上海,上海,女,18,否
57822,5044,31:37.5,运动配饰,包袋,运动背包,402.67,2,805.34,福建,泉州,女,39,否
